Id,transcription,normalized_transcription
7022.wav,rise,rise
7023.wav,boat,boat
7024.wav,final,final
7025.wav,wax,wax
7026.wav,feed,feed
7027.wav,Try to work things out,try to work things out
7028.wav,It was a huge part of my life,it was a huge part of my life
7029.wav,The marriage went well from the start,the marriage went well from the start
7030.wav,I haven't seen that friend for years,i havent seen that friend for years
7031.wav,Did you eat yet,did you eat yet
7032.wav,Bagpipes and bongos are musical instruments,bagpipes and bongos are musical instruments
7033.wav,waste,waste
7034.wav,ease,ease
7035.wav,Be prepared for odd behavior from friends,be prepared for odd behavior from friends
7036.wav,Basketball can be an entertaining sport,basketball can be an entertaining sport
7037.wav,The prowler wore a ski mask for disguise,the prowler wore a ski mask for disguise
7038.wav,Fill that canteen with fresh spring water,fill that canteen with fresh spring water
7039.wav,Academic aptitude guarantees your diploma,academic aptitude guarantees your diploma
7040.wav,tip,tip
7041.wav,Only two seemed really appealing to me,only two seemed really appealing to me
7042.wav,wipe,wipe
7043.wav,harm,harm
7044.wav,Handle it any way you have to,handle it any way you have to
7045.wav,hid,hid
7046.wav,ache,ache
7047.wav,wine,wine
7048.wav,I was pleased with the way things went,i was pleased with the way things went
7049.wav,I like them because they are practical,i like them because they are practical
7050.wav,Yet he remains the fiercest of competitors,yet he remains the fiercest of competitors
7051.wav,The snow blew into large drifts,the snow blew into large drifts
7052.wav,cold,cold
7053.wav,hate,hate
7054.wav,page,page
7055.wav,Have no fear if you come alone,have no fear if you come alone
7056.wav,dock,dock
7057.wav,Jane may earn more money by working hard,jane may earn more money by working hard
7058.wav,dot,dot
7059.wav,write,write
7060.wav,trace,trace
7061.wav,up,up
7062.wav,swarm,swarm
7063.wav,top,top
7064.wav,harp,harp
7065.wav,light,light
7066.wav,bad,bad
7067.wav,Why yell or worry over silly items,why yell or worry over silly items
7068.wav,Where were you while we were away,where were you while we were away
7069.wav,glow,glow
7070.wav,spit,spit
7071.wav,menu,menu
7072.wav,He wrapped the package hastily,he wrapped the package hastily
7073.wav,yet he still thinks as swiftly as ever,yet he still thinks as swiftly as ever
7074.wav,ate,ate
7075.wav,snoop,snoop
7076.wav,slip,slip
7077.wav,spark,spark
7078.wav,If you destroy confidence in banks you do something to the economy he said,if you destroy confidence in banks you do something to the economy he said
7079.wav,witch,witch
7080.wav,sigh,sigh
7081.wav,tip,tip
7082.wav,foxtrot,foxtrot
7083.wav,sticks,sticks
7084.wav,group,group
7085.wav,Will Robin wear a yellow lily,will robin wear a yellow lily
7086.wav,thorn,thorn
7087.wav,trade,trade
7088.wav,knot,knot
7089.wav,meat,meat
7090.wav,dark,dark
7091.wav,car,car
7092.wav,dagger,dagger
7093.wav,I feel I can play this weekend,i feel i can play this weekend
7094.wav,beat,beat
7095.wav,knew,knew
7096.wav,dark,dark
7097.wav,Before Thursday's exam review every formula,before thursdays exam review every formula
7098.wav,darn,darn
7099.wav,start,start
7100.wav,chair,chair
7101.wav,One validated acts of school districts,one validated acts of school districts
7102.wav,The quick brown fox jumps over the lazy dog,the quick brown fox jumps over the lazy dog
7103.wav,loop,loop
7104.wav,He will allow a rare lie,he will allow a rare lie
7105.wav,select,select
7106.wav,I was conscious all the time,i was conscious all the time
7107.wav,written,written
7108.wav,Mother sews yellow gingham aprons,mother sews yellow gingham aprons
7109.wav,trait,trait
7110.wav,coupe,coupe
7111.wav,rocks,rocks
7112.wav,The islands are sparsely populated,the islands are sparsely populated
7113.wav,air,air
7114.wav,pat,pat
7115.wav,peer,peer
7116.wav,sigh,sigh
7117.wav,horn,horn
7118.wav,yes,yes
7119.wav,A roll of wire lay near the wall,a roll of wire lay near the wall
7120.wav,weed,weed
7121.wav,read ,read 
7122.wav,air,air
7123.wav,eight,eight
7124.wav,bug,bug
7125.wav,read ,read 
7126.wav,lip,lip
7127.wav,Their house is grey and white,their house is grey and white
7128.wav,reek,reek
7129.wav,hotel,hotel
7130.wav,She is thinner than I am,she is thinner than i am
7131.wav,race,race
7132.wav,oscar,oscar
7133.wav,whoop,whoop
7134.wav,knitting,knitting
7135.wav,hat,hat
7136.wav,chop,chop
7137.wav,though,though
7138.wav,mitten,mitten
7139.wav,side,side
7140.wav,park,park
7141.wav,tear ,tear 
7142.wav,tie,tie
7143.wav,The museum hires musicians every evening,the museum hires musicians every evening
7144.wav,It was a good win for us,it was a good win for us
7145.wav,steer,steer
7146.wav,white,white
7147.wav,tile,tile
7148.wav,chair,chair
7149.wav,trouble,trouble
7150.wav,rain,rain
7151.wav,tell,tell
7152.wav,I scrubbed the floors thoroughly,i scrubbed the floors thoroughly
7153.wav,air,air
7154.wav,fear,fear
7155.wav,alpha,alpha
7156.wav,torn,torn
7157.wav,forward,forward
7158.wav,pit,pit
7159.wav,leak,leak
7160.wav,beta,beta
7161.wav,mut,mut
7162.wav,All the big baseball players get traded,all the big baseball players get traded
7163.wav,the,the
7164.wav,fruit,fruit
7165.wav,four,four
7166.wav,sell,sell
7167.wav,lima,lima
7168.wav,share,share
7169.wav,seven,seven
7170.wav,park,park
7171.wav,raid,raid
7172.wav,Swing your arm as high as you can,swing your arm as high as you can
7173.wav,skip ah slip,skip ah slip
7174.wav,A long flowing beard clings to his chin,a long flowing beard clings to his chin
7175.wav,spain,spain
7176.wav,thigh,thigh
7177.wav,bear,bear
7178.wav,Two other cases also were under advisement,two other cases also were under advisement
7179.wav,storm,storm
7180.wav,two,two
7181.wav,cheer,cheer
7182.wav,The little schoolhouse stood empty,the little schoolhouse stood empty
7183.wav,jacket,jacket
7184.wav,sip,sip
7185.wav,ate,ate
7186.wav,gnaw,gnaw
7187.wav,bad,bad
7188.wav,The humidity is overwhelming there,the humidity is overwhelming there
7189.wav,go,go
7190.wav,range,range
7191.wav,fate,fate
7192.wav,three,three
7193.wav,warm,warm
7194.wav,write,write
7195.wav,rich,rich
7196.wav,spark spark spark,spark spark spark
7197.wav,You'd be better off taking a cold shower,youd be better off taking a cold shower
7198.wav,This was easy for us,this was easy for us
7199.wav,hear,hear
7200.wav,rock,rock
7201.wav,Both figures would go higher in later years,both figures would go higher in later years
7202.wav,sway,sway
7203.wav,My sister made the flowered curtains,my sister made the flowered curtains
7204.wav,pot,pot
7205.wav,rage,rage
7206.wav,jungle,jungle
7207.wav,witty,witty
7208.wav,hill,hill
7209.wav,knee,knee
7210.wav,Nothing is as offensive as innocence,nothing is as offensive as innocence
7211.wav,Don't ask me to carry an oily rag like that,dont ask me to carry an oily rag like that
7212.wav,double,double
7213.wav,It eventually became a rather proud claim,it eventually became a rather proud claim
7214.wav,he dresses himself in an ancient black frock coat,he dresses himself in an ancient black frock coat
7215.wav,bat,bat
7216.wav,explore,explore
7217.wav,and,and
7218.wav,mere,mere
7219.wav,cake,cake
7220.wav,stick,stick
7221.wav,know,know
7222.wav,thought,thought
7223.wav,charlie,charlie
7224.wav,sprinkle,sprinkle
7225.wav,He further proposed grants of an unspecified sum for experimental hospitals,he further proposed grants of an unspecified sum for experimental hospitals
7226.wav,urgent,urgent
7227.wav,knew,knew
7228.wav,area,area
7229.wav,She wore warm fleecy woolen overalls,she wore warm fleecy woolen overalls
7230.wav,papa,papa
7231.wav,troop,troop
7232.wav,galore,galore
7233.wav,When all else fails use force,when all else fails use force
7234.wav,giving those who observe him a pronounced feeling of the utmost respect,giving those who observe him a pronounced feeling of the utmost respect
7235.wav,rake,rake
7236.wav,right,right
7237.wav,She had your dark suit in greasy wash water all year,she had your dark suit in greasy wash water all year
7238.wav,dug,dug
7239.wav,know,know
7240.wav,mike,mike
7241.wav,The box contained three sweaters,the box contained three sweaters
7242.wav,storm,storm
7243.wav,error,error
7244.wav,suit,suit
7245.wav,feet,feet
7246.wav,at,at
7247.wav,much,much
7248.wav,back,back
7249.wav,If you are losing water replace it immediately,if you are losing water replace it immediately
7250.wav,deer,deer
7251.wav,pad,pad
7252.wav,beat,beat
7253.wav,cycle,cycle
7254.wav,boot,boot
7255.wav,Everything went real smooth the sheriff said,everything went real smooth the sheriff said
7256.wav,I have had my bell rung,i have had my bell rung
7257.wav,stubble,stubble
7258.wav,near,near
7259.wav,lead ,lead 
7260.wav,sip,sip
7261.wav,ship,ship
7262.wav,here,here
7263.wav,I looked up and noticed two old men,i looked up and noticed two old men
7264.wav,yes,yes
7265.wav,bat,bat
7266.wav,swarm,swarm
7267.wav,Are your grades higher or lower than Nancy's,are your grades higher or lower than nancys
7268.wav,swore,swore
7269.wav,Alfalfa is healthy for you,alfalfa is healthy for you
7270.wav,Twice each day he plays skillfully and with zest upon our small organ,twice each day he plays skillfully and with zest upon our small organ
7271.wav,grow,grow
7272.wav,Just one side got wet,just one side got wet
7273.wav,slay,slay
7274.wav,zero,zero
7275.wav,one,one
7276.wav,When he speaks his voice is just a bit cracked and quivers a trifle,when he speaks his voice is just a bit cracked and quivers a trifle
7277.wav,delta,delta
7278.wav,You're used to being on the field,youre used to being on the field
7279.wav,of,of
7280.wav,slip,slip
7281.wav,form,form
7282.wav,We gathered shells on the beach,we gathered shells on the beach
7283.wav,leak,leak
7284.wav,kilo,kilo
7285.wav,down,down
7286.wav,seeds,seeds
7287.wav,hem,hem
7288.wav,hum,hum
7289.wav,for,for
7290.wav,corn,corn
7291.wav,Except in the winter when the ooze or snow or ice prevents,except in the winter when the ooze or snow or ice prevents
7292.wav,him,him
7293.wav,hate,hate
7294.wav,heart,heart
7295.wav,hair,hair
7296.wav,warm,warm
7297.wav,store,store
7298.wav,feet,feet
7299.wav,sheet,sheet
7300.wav,Grandfather likes to be modern in his language,grandfather likes to be modern in his language
7301.wav,gadget,gadget
7302.wav,six,six
7303.wav,nine,nine
7304.wav,left,left
7305.wav,I tried to tell people in the community,i tried to tell people in the community
7306.wav,fee,fee
7307.wav,Well he is nearly ninetythree years old,well he is nearly ninetythree years old
7308.wav,Day after day some new episode is reported,day after day some new episode is reported
7309.wav,The train approached the depot slowly,the train approached the depot slowly
7310.wav,floor,floor
7311.wav,You wished to know all about my grandfather,you wished to know all about my grandfather
7312.wav,yes,yes
7313.wav,prior,prior
7314.wav,play,play
7315.wav,The job provides many benefits,the job provides many benefits
7316.wav,rate,rate
7317.wav,knew,knew
7318.wav,bubble,bubble
7319.wav,train,train
7320.wav,The books are very expensive,the books are very expensive
7321.wav,briar,briar
7322.wav,pay,pay
7323.wav,fill,fill
7324.wav,pat,pat
7325.wav,we're,were
7326.wav,take,take
7327.wav,he slowly takes a short walk in the open air each day,he slowly takes a short walk in the open air each day
7328.wav,wish,wish
7329.wav,slip,slip
7330.wav,Bright sunshine shimmers on the ocean,bright sunshine shimmers on the ocean
7331.wav,It also provides for funds to clear slums and help colleges build dormitories,it also provides for funds to clear slums and help colleges build dormitories
7332.wav,goat,goat
7333.wav,but he always answers Banana oil,but he always answers banana oil
7334.wav,no,no
7335.wav,Alimony harms a divorced man's wealth,alimony harms a divorced mans wealth
7336.wav,sigh,sigh
7337.wav,toot,toot
7338.wav,We have often urged him to walk more and smoke less,we have often urged him to walk more and smoke less
7339.wav,jagged,jagged
7340.wav,no,no
7341.wav,tear ,tear 
7342.wav,droop,droop
7343.wav,The dolphins swam around our boat,the dolphins swam around our boat
7344.wav,floor,floor
7345.wav,pile,pile
7346.wav,root,root
7347.wav,I just try to do my best,i just try to do my best
7348.wav,bitten,bitten
7349.wav,fair,fair
7350.wav,witch,witch
7351.wav,sergeant,sergeant
7352.wav,rave,rave
7353.wav,loyal,loyal
7354.wav,born,born
7355.wav,suit,suit
7356.wav,shear,shear
7357.wav,single,single
7358.wav,sleep,sleep
7359.wav,cheer,cheer
7360.wav,fat,fat
7361.wav,They carried me off on the stretcher,they carried me off on the stretcher
7362.wav,shoot,shoot
7363.wav,sip,sip
7364.wav,usually minus several buttons,usually minus several buttons
7365.wav,no,no
7366.wav,Aluminum silverware can often be flimsy,aluminum silverware can often be flimsy
7367.wav,bit,bit
7368.wav,feed,feed
7369.wav,at,at
7370.wav,sigh,sigh
7371.wav,farm,farm
7372.wav,feed,feed
7373.wav,fear,fear
7374.wav,I was conscious all the time,i was conscious all the time
7375.wav,chair,chair
7376.wav,floor,floor
7377.wav,and,and
7378.wav,Don't ask me to carry an oily rag like that,dont ask me to carry an oily rag like that
7379.wav,single,single
7380.wav,thigh,thigh
7381.wav,Why yell or worry over silly items,why yell or worry over silly items
7382.wav,suit,suit
7383.wav,him,him
7384.wav,thorn,thorn
7385.wav,shoot,shoot
7386.wav,feet,feet
7387.wav,one,one
7388.wav,sigh,sigh
7389.wav,If you are losing water replace it immediately,if you are losing water replace it immediately
7390.wav,It also provides for funds to clear slums and help colleges build dormitories,it also provides for funds to clear slums and help colleges build dormitories
7391.wav,form,form
7392.wav,written,written
7393.wav,back,back
7394.wav,Day after day some new episode is reported,day after day some new episode is reported
7395.wav,The books are very expensive,the books are very expensive
7396.wav,tear ,tear 
7397.wav,top,top
7398.wav,left,left
7399.wav,no,no
7400.wav,gnaw,gnaw
7401.wav,bat,bat
7402.wav,dagger,dagger
7403.wav,I have had my bell rung,i have had my bell rung
7404.wav,delta,delta
7405.wav,Alfalfa is healthy for you,alfalfa is healthy for you
